BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
1753,23915,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1532,23914,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1124,23653,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1127,23654,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1029,23649,1/2P MTR M-F 7:30-16:30    ,2P MTR M-SAT 18.30 - 20.30,1/2 PMTR  SAT,1P SUN 7:30-18:30,,,60,240,60,120,,,30,120,30,60,,,0,0,0,0,,,16:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,18:30:00,7:30:00,7:30:00,,,5,6,6,0,,,1/2P Meter,2P,1/2P Meter,1P,,
1539,23885,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1868,23888,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
623,23910,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3969,23880,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3562,23877,3P MTR M-SAT 7:30-20:30    ,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,3P Meter,,,,,
1030,23650,1/2P MTR M-F 7:30-16:30    ,2P MTR M-SAT 18.30 - 20.30,1/2 PMTR  SAT,1P SUN 7:30-18:30,,,60,240,60,120,,,30,120,30,60,,,0,0,0,0,,,16:30:00,20:30:00,18:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,18:30:00,7:30:00,7:30:00,,,5,6,6,0,,,1/2P Meter,2P,1/2P Meter,1P,,
3220,23939,1/4P M-F 7:30-18:30     ,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,5,,,,,,1/4P,,,,,
5789,23935,4P MTR A M-F 7:30-18:30   ,4P TKT A SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,4P Ticket A,,,,
624,23912,2P MTR M-F 7:30-16:00    ,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:00:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,7:30:00,18:30:00,7:30:00,7:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
2552,23938,2P MTR M-SAT 7:30-20:30    ,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,2P Meter,,,,,
2276,23882,2P MTR A M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
4431,23883,4P MTR A M-F 7:30-18:30   ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
4811,21890,43104 P AOT M-SUN 0.00-23.59   ,,,,,,30,,,,,,15,,,,,,1,,,,,,23:59:59,,,,,,,,,,,,1,,,,,,12:00:00,,,,,,0,,,,,,1/4P,,,,,
5441,20954,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
5446,20959,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
5455,20968,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
5451,20964,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
6306,17409,1/4P M-F 7:30-9:30     ,2P MTR M-F 9:30-16:00,1/4P M-F 16:00-18:30,1P SAT-SUN 7:30-18:30,,,30,240,30,120,,,15,120,15,60,,,0,0,0,0,,,9:30:00,16:00:00,18:30:00,18:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,0,,,1/4P,2P Meter,1/4P,1P,,
6521,17599,P/10 MINS      ,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,None,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,P 10 Mins,,,,,
6520,17597,P/10 MINS      ,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,None,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,P 10 Mins,,,,,
807,23911,2P MTR M-SAT 7:30-20:30    ,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,1P,,,,
5445,20958,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
6310,17413,1/4P M-F 7:30-9:30     ,2P MTR M-F 9:30-16:00,1/4P M-F 16:00-18:30,1P SAT-SUN 7:30-18:30,,,30,240,30,120,,,15,120,15,60,,,0,0,0,0,,,9:30:00,16:00:00,18:30:00,18:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,0,,,1/4P,2P Meter,1/4P,1P,,
673,23972,2P DIS ONLY 7.30-20:30    ,P DIS AOT 20:30 TO 23:59,P DISABLE AOT 0:00 TO 7:30,,,,0,0,0,,,,120,1440,1440,,,,1,1,1,,,,20:30:00,23:59:59,7:30:00,,,,,,All Other Times,,,,1,1,1,,,,7:30:00,20:30:00,0:00:00,,,,0,0,0,,,,2P Disabled Only,Disabled Only,Disabled Only,,,
4126,23979,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
6660,17433,1/4P M-F 7:30-9:30     ,2P MTR M-F 9:30-16:00,1/4P M-F 16:00-18:30,1P SAT-SUN 7:30-18:30,,,30,240,30,120,,,15,120,15,60,,,0,0,0,0,,,9:30:00,16:00:00,18:30:00,18:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,0,,,1/4P,2P Meter,1/4P,1P,,
5444,20957,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
3350,20258,1/2P RPA M-F 7:30-18:30    ,1/2P RPA SAT 7:30-12:30,,,,,60,60,,,,,30,30,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1/2P,1/2P,,,,
5454,20967,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
6308,17411,1/4P M-F 7:30-9:30     ,2P MTR M-F 9:30-16:00,1/4P M-F 16:00-18:30,1P SAT-SUN 7:30-18:30,,,30,240,30,120,,,15,120,15,60,,,0,0,0,0,,,9:30:00,16:00:00,18:30:00,18:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,0,,,1/4P,2P Meter,1/4P,1P,,
5450,20963,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
5118,21516,3P MTR A M-SAT 7:30-18:30   ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Ticket A,3P,,,,
2199,23974,2P MTR M-SAT 19:30-20:30    ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,19:30:00,7:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
4070,23978,4P MTR M-F 7:30-18:30    ,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
5443,23176,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
6517,17591,P/10 MINS      ,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,None,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,P 10 Mins,,,,,
5982,23758,LZ 30M 722 M-SU 0.3125 to 0.8125 ,,,,,,0,,,,,,30,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
6518,17593,P/10 MINS      ,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,None,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,P 10 Mins,,,,,
5452,20965,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
662,23973,3P MTR M-SAT 7:30-20:30    ,3P SUN 7:30-18:30,,,,,360,360,,,,,180,180,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,3P Meter,3P,,,,
5448,20961,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
5442,23244,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
1890,18175,2P MTR M-SAT 7:30-20:30    ,1P SUN 7:30-18:30,,,,,240,120,,,,,120,60,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Meter,1P,,,,
5238,23484,1/4P M-F 7:30-18:30     ,2P SAT 7:30-12:30,,,,,30,240,,,,,15,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,1/4P,2P,,,,
6307,17410,1/4P M-F 7:30-9:30     ,2P MTR M-F 9:30-16:00,1/4P M-F 16:00-18:30,1P SAT-SUN 7:30-18:30,,,30,240,30,120,,,15,120,15,60,,,0,0,0,0,,,9:30:00,16:00:00,18:30:00,18:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,0,,,1/4P,2P Meter,1/4P,1P,,
5453,20966,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
5874,23966,2P MTR A M-SAT 7:30-18:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
5449,20962,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
5447,20960,1P MTR M-F 7:30-18:30    ,1P SAT-SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,1P Meter,1P,,,,
1072,23968,1P MTR M-SAT 7:30-19:30    ,1P SUN 7:30-18:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,19:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,1P Meter,1P,,,,
6519,17595,P/10 MINS      ,,,,,,20,,,,,,10,,,,,,1,,,,,,23:59:59,,,,,,None,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,P 10 Mins,,,,,
4378,23977,4P M-F 7:30-18:30     ,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,6,,,,,4P,2P,,,,
4297,23975,2P MTR A M-SAT 7:30-20:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
1681,23705,P/10 M-F 7:30-19:30     ,1P SAT 7:30-19:30,1P SUN 7:30-18:30,,,,20,120,120,,,,10,60,60,,,,0,0,0,,,,19:30:00,19:30:00,18:30:00,,,,,,,,,,1,6,0,,,,7:30:00,7:30:00,7:30:00,,,,5,6,0,,,,P 10 Mins,1P,1P,,,
3209,23976,2P MTR M-F 7:30-18:30    ,2P S-S 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,6,,,,,7:30:00,7:30:00,,,,,5,0,,,,,2P Meter,2P,,,,
6309,17412,1/4P M-F 7:30-9:30     ,2P MTR M-F 9:30-16:00,1/4P M-F 16:00-18:30,1P SAT-SUN 7:30-18:30,,,30,240,30,120,,,15,120,15,60,,,0,0,0,0,,,9:30:00,16:00:00,18:30:00,18:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,0,,,1/4P,2P Meter,1/4P,1P,,
806,18383,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1102,18084,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
802,18379,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5439,20952,1P SAT-SUN 7:30-18:30     ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,0,,,,,,1P,,,,,
796,18373,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
799,18376,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1902,23839,1P MTR M-SAT 7:30-19:30    ,,,,,,120,,,,,,60,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,1P Meter,,,,,
1917,23870,P/10 M-F 7:30-9:30 - No Park  ,1P MTR M-F 9:30-16:00,P/10 M-F 16:00-19:30 - No Park,2P SAT 7:30-19:30,,,20,120,20,240,,,10,60,10,120,,,0,0,0,0,,,9:30:00,16:00:00,19:30:00,19:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,6,,,P/ 10 Min,1P Meter,P/ 10 Min,2P,,
1758,23704,P/10 M-SUN 0:00-23:59     ,,,,,,20,,,,,,10,,,,,,0,,,,,,23:59:00,,,,,,,,,,,,1,,,,,,0:00:00,,,,,,0,,,,,,P 10 Mins,,,,,
5432,20945,1P SAT-SUN 7:30-18:30     ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,0,,,,,,1P,,,,,
5433,20946,1P SAT-SUN 7:30-18:30     ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,0,,,,,,1P,,,,,
1916,23849,P/10 M-F 7:30-9:30 - No Park  ,1P MTR M-F 9:30-16:00,P/10 M-F 16:00-19:30 - No Park,2P SAT 7:30-19:30,,,20,120,20,240,,,10,60,10,120,,,0,0,0,0,,,9:30:00,16:00:00,19:30:00,19:30:00,,,,,,,,,1,1,1,6,,,7:30:00,9:30:00,16:00:00,7:30:00,,,5,5,5,6,,,P/ 10 Min,1P Meter,P/ 10 Min,2P,,
5434,20947,1P SAT-SUN 7:30-18:30     ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,0,,,,,,1P,,,,,
801,18378,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
803,18380,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1025,23648,1/2P MTR M-SAT 7.3 TO 18.3  ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,60,240,120,,,,30,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1/2P Meter,2P,1P,,,
5431,20944,1P SAT-SUN 7:30-18:30     ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,0,,,,,,1P,,,,,
1104,18088,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
800,18377,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5437,20950,1P SAT-SUN 7:30-18:30     ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,0,,,,,,1P,,,,,
1752,23703,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
804,18381,1P MTR M-SAT 7:30-18:30    ,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,7:30:00,18:30:00,7:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
706,18292,2P DIS  7.30-20:30    ,,,,,,0,,,,,,120,,,,,,1,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,2P Disabled Only,,,,,
1915,23848,Temp Sign Plate Sun-Sun 4:00-5:00   ,,,,,,60,,,,,,30,,,,,,0,,,,,,5:00:00,,,,,,,,,,,,0,,,,,,4:00:00,,,,,,0,,,,,,1/2P,,,,,
1904,23840,1/2P MTR M-SAT 7:30-19:30    ,,,,,,60,,,,,,30,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,6,,,,,,1/2P Meter,,,,,
5438,20951,1P SAT-SUN 7:30-18:30     ,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,7:30:00,,,,,,0,,,,,,1P,,,,,
1905,23841,P/10 M-F 7:30-9:30 - No Park  ,P/10 M-F 16:00-19:30 - No Park,1P MTR M-SAT 9:30-16:00,,,,20,20,120,,,,10,10,60,,,,0,0,0,,,,9:30:00,19:30:00,16:00:00,,,,,,,,,,1,1,1,,,,7:30:00,16:00:00,9:30:00,,,,5,5,6,,,,P/ 10 Min,P/ 10 Min,1P Meter,,,
708,18294,2P DIS  7.30-20:30    ,,,,,,0,,,,,,120,,,,,,1,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,7:30:00,,,,,,0,,,,,,2P Disabled Only,,,,,
1914,23847,Temp Sign Plate Sun-Sun 4:00-5:00   ,,,,,,60,,,,,,30,,,,,,0,,,,,,5:00:00,,,,,,,,,,,,0,,,,,,4:00:00,,,,,,0,,,,,,1/2P,,,,,
6064,23906,2P MTR A M-SAT 7:30-18:30   ,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,7:30:00,7:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
1375,23708,2P MTR M-F 9:30-16:00    ,2P MTR M-F 18:00-2030,2P MTR SAT 7:30-20:30,,,,240,240,240,,,,120,120,120,,,,0,0,0,,,,16:00:00,20:30:00,20:30:00,,,,,,,,,,1,1,6,,,,9:30:00,18:00:00,7:30:00,,,,5,5,6,,,,2P Meter,2P Meter,2P Meter,,,
